YBFMP,Date,Time,Station Code,Use sample code from FLIMS/WDL to connect field data and lab data,,,,,,DRIFT.COUNT,DRIFT.LIFE,,,,
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,13,Adults,1.30E-03,<0.001,NA,N
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Ephydridae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Ephydridae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,484,Larvae,6.46E-02,1.33E-02,NA,N
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,20,Adults,9.50E-03,2.10E-03,NA,N
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Veliidae,Aquatic Insect,1,Adults,3.00E-03,<0.001,NA,N
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,3,Adults,3.30E-03,<0.001,NA,N
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Lepidoptera,Terrestrial Insect,3,Larvae,2.60E-03,<0.001,NA,N
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Lepidoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Psocoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Thysanoptera,Terrestrial Insect,14,Adults,<0.001,<0.001,NA,N
NDFA,09/16/2019,09:40,SHR,ES0919B0379,20190916_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,55,N/A,2.65E-02,3.60E-03,NA,N
NDFA,09/18/2019,11:59,STTD,ES0919B0374,20190918_1159_STTD_DRIFT,DRIFT,Drift Invertebrates,Lymnaeidae,Aquatic Non-Insect,1,N/A,1.06E-02,3.60E-03,NA,N
NDFA,09/18/2019,11:59,STTD,ES0919B0374,20190918_1159_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,3,Adults,<0.001,<0.001,NA,N
NDFA,09/18/2019,11:59,STTD,ES0919B0374,20190918_1159_STTD_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Pupae,<0.001,<0.001,NA,N
NDFA,09/18/2019,11:59,STTD,ES0919B0374,20190918_1159_STTD_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
NDFA,09/18/2019,11:59,STTD,ES0919B0374,20190918_1159_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,2,Nymph,<0.001,<0.001,NA,N
NDFA,09/18/2019,11:59,STTD,ES0919B0374,20190918_1159_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
NDFA,09/18/2019,11:59,STTD,ES0919B0374,20190918_1159_STTD_DRIFT,DRIFT,Drift Invertebrates,Veliidae,Terrestrial Insect,1,Adults,3.20E-03,<0.001,NA,N
NDFA,09/18/2019,11:59,STTD,ES0919B0374,20190918_1159_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,3,Adults,8.08E-02,1.79E-02,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Corbiculidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Lymnaeidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,3,Adults,1.30E-03,<0.001,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Ceratopogonidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,12,Larvae,1.60E-03,<0.001,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,8,Adults,1.40E-03,<0.001,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,6,Larvae,<0.001,<0.001,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,4,Adults,2.20E-03,<0.001,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Adults,3.30E-03,<0.001,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Veliidae,Terrestrial Insect,1,Nymph,<0.001,<0.001,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,2,Pupae,2.50E-03,<0.001,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
NDFA,09/30/2019,09:23,SHR,ES1019B0413,20190930_0923_SHR_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
NDFA,10/02/2019,11:33,STTD,ES1019B0408,20191002_1133_STTD_DRIFT,DRIFT,Drift Invertebrates,Truncatelloidea,Aquatic Non-Insect,1,N/A,2.20E-03,<0.001,NA,N
NDFA,10/02/2019,11:33,STTD,ES1019B0408,20191002_1133_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Larvae,<0.001,<0.001,NA,N
NDFA,10/02/2019,11:33,STTD,ES1019B0408,20191002_1133_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
NDFA,10/02/2019,11:33,STTD,ES1019B0408,20191002_1133_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1,Nymph,<0.001,<0.001,NA,N
NDFA,10/02/2019,11:33,STTD,ES1019B0408,20191002_1133_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
NDFA,10/02/2019,11:33,STTD,ES1019B0408,20191002_1133_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
NDFA,10/02/2019,11:33,STTD,ES1019B0408,20191002_1133_STTD_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Hygrobatidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,3,N/A,<0.001,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,1,N/A,1.80E-03,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Adults,1.11E-02,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,7,Adults,2.60E-03,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydraenidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,4,Adults,1.20E-03,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,8,Larvae,<0.001,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,6,Pupae,1.20E-03,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,35,Adults,4.00E-03,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,2,Nymph,<0.001,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,21,Adults,4.60E-03,<0.001,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,3,Adults,6.69E-02,1.41E-02,NA,N
NDFA,10/14/2019,09:57,SHR,ES1019B0435,20191014_0957_SHR_DRIFT,DRIFT,Drift Invertebrates,Lepidoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Acari,Terrestrial Non-Insect,2,N/A,<0.001,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,2,N/A,<0.001,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,1,N/A,slide mounted,slide mounted,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Physidae,Aquatic Insect,2,N/A,4.90E-03,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,2,N/A,1.80E-03,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Truncatelloidea,Aquatic Non-Insect,5,N/A,8.60E-03,3.80E-03,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,2,Adults,1.50E-03,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,3,Larvae,<0.001,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Adults,<0.001,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,4,Adults,<0.001,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,3,Adults,1.30E-03,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,1,Larvae,1.90E-03,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Orthoptera,Terrestrial Insect,1,Adults,0.1291,3.71E-02,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Psocoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,161,N/A,0.1079,2.27E-02,NA,N
NDFA,10/16/2019,12:03,STTD,ES1019B0430,20191016_1203_STTD_DRIFT,DRIFT,Drift Invertebrates,Turbellaria,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,10/28/2019,09:08,SHR,ES1019B0461,20191028_0908_SHR_DRIFT,DRIFT,Drift Invertebrates,Araneae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,10/28/2019,09:08,SHR,ES1019B0461,20191028_0908_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,10/28/2019,09:08,SHR,ES1019B0461,20191028_0908_SHR_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,10/28/2019,09:08,SHR,ES1019B0461,20191028_0908_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,3,Larvae,4.10E-03,<0.001,NA,N
YBFMP,10/28/2019,09:08,SHR,ES1019B0461,20191028_0908_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Pupae,4.10E-03,<0.001,NA,N
YBFMP,10/28/2019,09:08,SHR,ES1019B0461,20191028_0908_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,17,Adults,4.10E-03,<0.001,NA,N
YBFMP,10/28/2019,09:08,SHR,ES1019B0461,20191028_0908_SHR_DRIFT,DRIFT,Drift Invertebrates,Empididae,Aquatic Insect,1,Adults,2.20E-03,<0.001,NA,N
YBFMP,10/28/2019,09:08,SHR,ES1019B0461,20191028_0908_SHR_DRIFT,DRIFT,Drift Invertebrates,Psychodidae,Aquatic Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,10/28/2019,09:08,SHR,ES1019B0461,20191028_0908_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,3,Larvae,3.30E-03,<0.001,NA,N
YBFMP,10/28/2019,09:08,SHR,ES1019B0461,20191028_0908_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,5,Adults,3.30E-03,<0.001,NA,N
YBFMP,10/28/2019,09:08,SHR,ES1019B0461,20191028_0908_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,4,Adults,0.1106,<0.001,NA,N
YBFMP,11/13/2019,09:36,SHR,ES1119B0469,20191113_0936_SHR_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,11/13/2019,09:36,SHR,ES1119B0469,20191113_0936_SHR_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,11/13/2019,09:36,SHR,ES1119B0469,20191113_0936_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Pupae,7.40E-03,<0.001,NA,N
YBFMP,11/13/2019,09:36,SHR,ES1119B0469,20191113_0936_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,31,Adults,7.40E-03,<0.001,NA,N
YBFMP,11/13/2019,09:36,SHR,ES1119B0469,20191113_0936_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,9,Nymphs,1.02E-02,<0.001,NA,N
YBFMP,11/13/2019,09:36,SHR,ES1119B0469,20191113_0936_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,13,Nymphs,1.02E-02,<0.001,NA,N
YBFMP,11/13/2019,09:36,SHR,ES1119B0469,20191113_0936_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,11/13/2019,09:36,SHR,ES1119B0469,20191113_0936_SHR_DRIFT,DRIFT,Drift Invertebrates,Crangonyctidae,Aquatic Non-Insect,1,N/A,3.50E-03,<0.001,NA,N
YBFMP,11/25/2019,09:35,SHR,ES1119B0488,20191125_0935_SHR_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,4,N/A,slide mounted,slide mounted,NA,N
YBFMP,11/25/2019,09:35,SHR,ES1119B0488,20191125_0935_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,11/25/2019,09:35,SHR,ES1119B0488,20191125_0935_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,2,Adults,2.80E-03,<0.001,NA,N
YBFMP,11/25/2019,09:35,SHR,ES1119B0488,20191125_0935_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Adults,1.50E-03,<0.001,NA,N
YBFMP,11/25/2019,09:35,SHR,ES1119B0488,20191125_0935_SHR_DRIFT,DRIFT,Drift Invertebrates,Thysanoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Hygrobatidae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,4,N/A,1.70E-03,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Unionicolidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Corbiculidae,Aquatic Non-Insect,3,N/A,1.40E-03,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Enchytraeidae,Aquatic Non-Insect,2,N/A,slide mounted,slide mounted,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,1,N/A,slide mounted,slide mounted,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,3,Adults,2.90E-03,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,2,Adults,1.40E-03,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Collembola,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Aquatic Insect,2,Pupae,1.40E-03,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,3,Larvae,1.80E-03,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,5,Adults,1.80E-03,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,2,Nymphs,<0.001,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Gomphidae,Aquatic Insect,1,Larvae,1.80E-03,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Thysanoptera,Terrestrial Insect,4,Adults,<0.001,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Corophiidae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,12/10/2019,09:10,SHR,ES1219B0504,20191210_0910_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,6,N/A,6.70E-03,<0.001,NA,N
YBFMP,12/27/2019,09:40,SHR,ES1219B0504,20191227_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Nematoda,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,12/27/2019,09:40,SHR,ES1219B0504,20191227_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,2,N/A,slide mounted,slide mounted,NA,N
YBFMP,12/27/2019,09:40,SHR,ES1219B0504,20191227_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,7,N/A,1.30E-03,<0.001,NA,N
YBFMP,12/27/2019,09:40,SHR,ES1219B0504,20191227_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,12/27/2019,09:40,SHR,ES1219B0504,20191227_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,3,Larvae,<0.001,<0.001,NA,N
YBFMP,12/27/2019,09:40,SHR,ES1219B0504,20191227_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,7,Adults,<0.001,<0.001,NA,N
YBFMP,12/27/2019,09:40,SHR,ES1219B0504,20191227_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,12/27/2019,09:40,SHR,ES1219B0504,20191227_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,2,N/A,2.10E-03,<0.001,NA,N
YBFMP,12/27/2019,09:40,SHR,ES1219B0504,20191227_0940_SHR_DRIFT,DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Acari,Terrestrial Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,1,N/A,1.10E-03,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Arrenuridae,Aquatic Non-Insect,1,N/A,1.60E-03,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Physidae,Aquatic Non-Insect,1,N/A,1.00E-02,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Collembola,Terrestrial Insect,3,Adults,<0.001,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Pupae,3.70E-03,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,7,Adults,3.70E-03,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,18,Larvae,4.00E-03,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,5,Adults,4.00E-03,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,2,Nymphs,<0.001,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Psocoptera,Terrestrial Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,10/29/2019,10:20,STTD,ES1019B0459,20191029_1020_STTD_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,8,N/A,5.50E-03,<0.001,NA,N
